"team","state","year","value","value_int","supplier","value_add_05","value_add_10","value_add_15","value_sub_05","value_sub_10","value_sub_15","wage_value","wage_value_percent","wage_value_percent_int","ipca_value","access_date","source"
"Santos","SP","2014","29.9","29","Nike","30","31","33","27","26","24","724.0","4.01","4","6.41","2025-02-23","https://mantosdofutebol.com.br/2014/02/camisa-amarela-santos-2014-nike/"
"Santos","SP","2015","229.0","229","Nike","240","251","263","217","206","194","788.0","29.06","29","10.67","2025-01-05","https://colunadofla.com/2015/01/os-precos-das-camisas-dos-12-grandes-do-futebol-brasileiro/"
"Santos","SP","2016","269.9","269","Kappa","282","295","309","255","242","228","880.0","30.57","30","6.29","2025-01-05","https://www.flaresenha.com/camisa-do-flamengo-e-a-4-mais-cara-do-vasco-a-mais-barata"
"Santos","SP","2017","249.9","249","Kappa","261","273","286","236","224","211","937.0","26.57","26","2.95","2025-02-23","https://navitrine.blogosfera.uol.com.br/2017/03/18/por-r-50-qualquer-camisa-do-santos-pode-virar-uniforme-da-libertadores/"
"Santos","SP","2018","249.99","249","Umbro","261","273","286","236","224","211","954.0","26.1","26","3.75","2025-02-23","https://mantosdofutebol.com.br/2018/10/quarta-camisa-dourada-santos-2018-2019-umbro/"
"Santos","SP","2019","249.9","249","Umbro","261","273","286","236","224","211","998.0","24.95","24","4.31","2025-02-23","https://ge.globo.com/sp/santos-e-regiao/futebol/times/santos/noticia/fotos-da-suposta-nova-segunda-camisa-do-santos-vazam-nas-redes-sociais-veja-o-modelo.ghtml"
"Santos","SP","2020","259.99","259","Umbro","271","284","297","246","233","220","1045.0","24.78","24","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Santos","SP","2021","260.0","260","Umbro","273","286","299","247","234","221","1100.0","23.64","23","10.06","2025-02-23","https://www.lance.com.br/santos/com-estreia-contra-fluminense-lanca-terceiro-uniforme.html"
"Santos","SP","2022","299.9","299","Umbro","313","328","343","284","269","254","1212.0","24.67","24","5.79","2025-02-23","https://www.gazetaesportiva.com/times/santos/santos-inicia-venda-do-novo-terceiro-uniforme-veja-valores/"
"Santos","SP","2023","299.9","299","Umbro","313","328","343","284","269","254","1320.0","22.65","22","4.62","2025-01-05","https://ge.globo.com/futebol/noticia/2023/04/14/camisas-do-brasileirao-2023-veja-as-mais-caras-e-vote-na-mais-bonita.ghtml"
"Santos","SP","2024","349.99","349","Umbro","366","383","401","331","314","296","1412.0","24.72","24","4.83","2025-02-23","https://ge.globo.com/sp/santos-e-regiao/futebol/times/santos/noticia/2024/04/14/santos-lanca-novos-uniformes-em-homenagem-a-vila-belmiro-para-a-disputa-da-serie-b-veja-fotos.ghtml"
"Palmeiras","SP","2013","199.9","199","Adidas","208","218","228","189","179","169","678.0","29.35","29","5.91","2025-01-05","https://esportes.r7.com/futebol/fotos/valores-de-camisas-de-times-brasileiros-valem-mais-que-as-de-europeus-entenda-07082013/"
"Palmeiras","SP","2014","249.9","249","Adidas","261","273","286","236","224","211","724.0","34.39","34","6.41","2025-01-05","https://ge.globo.com/futebol/times/palmeiras/noticia/2014/04/palmeiras-vai-estrear-novo-uniforme-do-centenario-no-brasileirao.html"
"Palmeiras","SP","2015","219.0","219","Adidas","229","240","251","208","197","186","788.0","27.79","27","10.67","2025-01-05","https://colunadofla.com/2015/01/os-precos-das-camisas-dos-12-grandes-do-futebol-brasileiro/"
"Palmeiras","SP","2016","249.9","249","Adidas","261","273","286","236","224","211","880.0","28.3","28","6.29","2025-01-05","https://www.flaresenha.com/camisa-do-flamengo-e-a-4-mais-cara-do-vasco-a-mais-barata"
"Palmeiras","SP","2017","249.99","249","Adidas","261","273","286","236","224","211","937.0","26.57","26","2.95","2025-01-05","https://www.palmeiras.com.br/noticias/com-detalhes-dourados-novo-uniforme-3-homenageia-arrancada-heroica-de-1942/"
"Palmeiras","SP","2018","249.99","249","Adidas","261","273","286","236","224","211","954.0","26.1","26","3.75","2025-01-05","https://www.espn.com.br/esports/artigo/_/id/4339344/paixao-tem-preco-veja-diferenca-de-valor-entre-camisas-de-esportes-eletronicos-e-tradicionais"
"Palmeiras","SP","2019","249.9","249","Puma","261","273","286","236","224","211","998.0","24.95","24","4.31","2025-01-05","https://www.palmeiras.com.br/noticias/puma-apresenta-a-nova-colecao-do-palmeiras-para-a-temporada-2019/"
"Palmeiras","SP","2020","249.9","249","Puma","261","273","286","236","224","211","1045.0","23.83","23","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Palmeiras","SP","2021","269.9","269","Puma","282","295","309","255","242","228","1100.0","24.45","24","10.06","2025-01-05","https://www.palmeiras.com.br/noticias/palmeiras-apresenta-novos-uniformes-para-temporada-2021/"
"Palmeiras","SP","2022","299.9","299","Puma","313","328","343","284","269","254","1212.0","24.67","24","5.79","2025-01-05","https://www.lance.com.br/palmeiras/palmeiras-lanca-nova-camisa-em-homenagem-aos-80-anos-da-arrancada-heroica.html"
"Palmeiras","SP","2023","329.9","329","Puma","345","361","378","312","296","279","1320.0","24.92","24","4.62","2025-01-05","https://ge.globo.com/futebol/noticia/2023/04/14/camisas-do-brasileirao-2023-veja-as-mais-caras-e-vote-na-mais-bonita.ghtml"
"Palmeiras","SP","2024","369.9","369","Puma","387","405","424","350","332","313","1412.0","26.13","26","4.83","2025-01-05","https://ge.globo.com/futebol/times/palmeiras/noticia/2024/01/26/palmeiras-lanca-novas-camisas-para-a-temporada-de-2024-veja-fotos.ghtml"
"Corinthians","SP","2013","199.9","199","Nike","208","218","228","189","179","169","678.0","29.35","29","5.91","2025-01-05","https://esportes.r7.com/futebol/fotos/valores-de-camisas-de-times-brasileiros-valem-mais-que-as-de-europeus-entenda-07082013/"
"Corinthians","SP","2015","229.0","229","Nike","240","251","263","217","206","194","788.0","29.06","29","10.67","2025-01-05","https://colunadofla.com/2015/01/os-precos-das-camisas-dos-12-grandes-do-futebol-brasileiro/"
"Corinthians","SP","2016","399.9","399","Nike","418","438","458","379","359","339","880.0","45.34","45","6.29","2025-01-05","https://www.flaresenha.com/camisa-do-flamengo-e-a-4-mais-cara-do-vasco-a-mais-barata"
"Corinthians","SP","2017","249.9","249","Nike","261","273","286","236","224","211","937.0","26.57","26","2.95","2025-01-05","https://ge.globo.com/futebol/times/corinthians/noticia/corinthians-lanca-novos-uniformes-antes-do-classico-veja-os-modelos.ghtml"
"Corinthians","SP","2018","249.9","249","Nike","261","273","286","236","224","211","954.0","26.1","26","3.75","2025-01-05","https://www.espn.com.br/esports/artigo/_/id/4339344/paixao-tem-preco-veja-diferenca-de-valor-entre-camisas-de-esportes-eletronicos-e-tradicionais"
"Corinthians","SP","2019","199.0","199","Nike","208","218","228","189","179","169","998.0","19.94","19","4.31","2025-01-05","https://www.meutimao.com.br/noticias-do-corinthians/316401/com-presenca-de-ronaldo-corinthians-lanca-novo-primeiro-uniforme-para-a-temporada-veja-fotos"
"Corinthians","SP","2020","249.99","249","Nike","261","273","286","236","224","211","1045.0","23.83","23","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Corinthians","SP","2021","249.99","249","Nike","261","273","286","236","224","211","1100.0","22.64","22","10.06","2025-01-05","https://ge.globo.com/futebol/times/corinthians/noticia/noticias-corinthians-nova-camisa-listrada-dois-segunda-fotos-preco-uniforme.ghtml"
"Corinthians","SP","2022","244.99","244","Nike","256","268","280","231","219","207","1212.0","20.13","20","5.79","2025-01-05","https://www.meutimao.com.br/noticias-do-corinthians/430253/confira-toda-a-linha-do-modelo-tres-lancada-pelo-corinthians-nesta-quinta-feira"
"Corinthians","SP","2023","299.99","299","Nike","313","328","343","284","269","254","1320.0","22.65","22","4.62","2025-01-05","https://ge.globo.com/futebol/noticia/2023/04/14/camisas-do-brasileirao-2023-veja-as-mais-caras-e-vote-na-mais-bonita.ghtml"
"Corinthians","SP","2024","332.49","332","Nike","348","365","381","315","298","282","1412.0","23.51","23","4.83","2025-01-05","https://www.meutimao.com.br/noticias-do-corinthians/476283/novas-camisas-do-corinthians-ja-estao-disponiveis-para-venda-saiba-como-comprar"
"Athletico-PR","PR","2020","259.9","259","Umbro","271","284","297","246","233","220","1045.0","24.78","24","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Sport","PE","2020","259.9","259","Umbro","271","284","297","246","233","220","1045.0","24.78","24","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Bragantino","SP","2020","249.99","249","Nike","261","273","286","236","224","211","1045.0","23.83","23","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Fortaleza","CE","2018","199.0","199","Leão 1918","208","218","228","189","179","169","954.0","20.86","20","3.75","2025-02-23","https://www.opovo.com.br/esportes/futebol/times/fortaleza/2018/04/fortaleza-divulga-nova-camisa-listrada-antes-do-evento-de-lancamento.html"
"Fortaleza","CE","2020","249.9","249","Leão 1918","261","273","286","236","224","211","1045.0","23.83","23","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Coritiba","PR","2020","229.99","229","1909","240","251","263","217","206","194","1045.0","21.91","21","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Ceará","CE","2020","229.9","229","Vozão","240","251","263","217","206","194","1045.0","21.91","21","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Bahia","BA","2020","219.99","219","Esquadrão","229","240","251","208","197","186","1045.0","20.96","20","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Goiás","GO","2020","199.9","199","Green","208","218","228","189","179","169","1045.0","19.04","19","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
"Atlético-GO","GO","2020","169.9","169","Dragão Premium","177","185","194","160","152","143","1045.0","16.17","16","4.52","2025-01-05","https://web.archive.org/web/20201028172807/https://www.terra.com.br/esportes/futebol/estudo-mostra-que-a-camisa-do-vasco-e-a-mais-cara-do-brasil-mas-a-44-na-america-confira-a-lista,d2aa9a9a3a734a709e5ea1c837973a87qpes0zc4.html"
